x,y,V_num,V_exact
0.015503875968992248,0.007751937984496124,1.0001201927707388,1.0001201923075476
0.031007751937984496,0.007751937984496124,1.0002403999879945,1.000240399061286
0.046511627906976744,0.007751937984496124,1.0003606216538383,1.0003606202629516
0.06201550387596899,0.007751937984496124,1.0004808577703557,1.0004808559142808
0.07751937984496124,0.007751937984496124,1.00060110833965,1.0006011060170104
0.09302325581395349,0.007751937984496124,1.0007213733638434,1.0007213705728772
0.10852713178294573,0.007751937984496124,1.000841652845084,1.0008416495836185
0.12403100775193798,0.007751937984496124,1.0009619467855437,1.0009619430509717
0.13953488372093023,0.007751937984496124,1.00108225518742,1.0010822509766744
0.15503875968992248,0.007751937984496124,1.001202578052937,1.0012025733624643
0.17054263565891473,0.007751937984496124,1.001322915384349,1.0013229102100794
0.18604651162790697,0.007751937984496124,1.0014432671839368,1.0014432615212578
0.20155038759689922,0.007751937984496124,1.0015636334540106,1.001563627297738
0.21705426356589147,0.007751937984496124,1.0016840141969099,1.0016840075412587
0.23255813953488372,0.007751937984496124,1.0018044094150031,1.0018044022535586
0.24806201550387597,0.007751937984496124,1.001924819110687,1.0019248114363768
0.26356589147286824,0.007751937984496124,1.0020452432863878,1.0020452350914526
0.27906976744186046,0.007751937984496124,1.0021656819445588,1.0021656732205253
0.2945736434108527,0.007751937984496124,1.0022861350876817,1.0022861258253348
0.31007751937984496,0.007751937984496124,1.0024066027182654,1.0024065929076207
0.32558139534883723,0.007751937984496124,1.0025270848388437,1.0025270744691233
0.34108527131782945,0.007751937984496124,1.0026475814519793,1.0026475705115827
0.3565891472868217,0.007751937984496124,1.0027680925602582,1.0027680810367394
0.37209302325581395,0.007751937984496124,1.0028886181662908,1.0028886060463345
0.3875968992248062,0.007751937984496124,1.0030091582727112,1.0030091455421082
0.40310077519379844,0.007751937984496124,1.003129712882175,1.0031296995258023
0.41860465116279066,0.007751937984496124,1.003250281997361,1.003250267999158
0.43410852713178294,0.007751937984496124,1.0033708656209672,1.0033708509639165
0.4496124031007752,0.007751937984496124,1.0034914637557113,1.0034914484218198
0.46511627906976744,0.007751937984496124,1.0036120764043288,1.00361206037461
0.48062015503875966,0.007751937984496124,1.0037327035695711,1.003732686824029
0.49612403100775193,0.007751937984496124,1.0038533452542078,1.0038533277718193
0.5116279069767442,0.007751937984496124,1.00397400146102,1.0039739832197236
0.5271317829457365,0.007751937984496124,1.0040946721928026,1.0040946531694845
0.5426356589147286,0.007751937984496124,1.0042153574523616,1.0042153376228453
0.5581395348837209,0.007751937984496124,1.0043360572425115,1.0043360365815488
0.5736434108527132,0.007751937984496124,1.0044567715660757,1.004456750047339
0.5891472868217054,0.007751937984496124,1.0045775004258823,1.0045774780219587
0.6046511627906976,0.007751937984496124,1.0046982438247636,1.0046982205071526
0.6201550387596899,0.007751937984496124,1.0048190017655534,1.0048189775046643
0.6356589147286822,0.007751937984496124,1.0049397742510844,1.0049397490162384
0.6511627906976745,0.007751937984496124,1.0050605612841874,1.005060535043619
0.6666666666666666,0.007751937984496124,1.0051813628676876,1.0051813355885508
0.6821705426356589,0.007751937984496124,1.0053021790044008,1.005302150652779
0.6976744186046512,0.007751937984496124,1.0054230096971333,1.0054229802380485
0.7131782945736433,0.007751937984496124,1.0055438549486757,1.0055438243461048
0.7286821705426356,0.007751937984496124,1.0056647147618034,1.0056646829786933
0.7441860465116279,0.007751937984496124,1.0057855891392702,1.0057855561375597
0.7596899224806202,0.007751937984496124,1.005906478083805,1.0059064438244498
0.7751937984496124,0.007751937984496124,1.0060273815981091,1.0060273460411102
0.7906976744186046,0.007751937984496124,1.0061482996848552,1.0061482627892868
0.8062015503875969,0.007751937984496124,1.0062692323466726,1.0062691940707265
0.8217054263565892,0.007751937984496124,1.0063901795861558,1.006390139887176
0.8372093023255813,0.007751937984496124,1.0065111414058516,1.0065111002403822
0.8527131782945736,0.007751937984496124,1.006632117808256,1.0066320751320923
0.8682170542635659,0.007751937984496124,1.006753108795809,1.006753064564054
0.8837209302325582,0.007751937984496124,1.0068741143708904,1.0068740685380144
0.8992248062015504,0.007751937984496124,1.0069951345358108,1.006995087055722
0.9147286821705426,0.007751937984496124,1.0071161692928081,1.0071161201189243
0.9302325581395349,0.007751937984496124,1.0072372186440393,1.0072371677293699
0.9457364341085271,0.007751937984496124,1.0073582825915752,1.0073582298888069
0.9612403100775193,0.007751937984496124,1.0074793611373907,1.0074793065989844
0.9767441860465116,0.007751937984496124,1.0076004542833599,1.007600397861651
0.9922480620155039,0.007751937984496124,1.0077215620312459,1.0077215036785558
1.0077519379844961,0.007751937984496124,1.0078426843826942,1.0078426240514484
1.0232558139534884,0.007751937984496124,1.0079638213392217,1.007963758982078
1.0387596899224807,0.007751937984496124,1.0080849729022097,1.0080849084721943
1.054263565891473,0.007751937984496124,1.0082061390728938,1.0082060725235475
1.069767441860465,0.007751937984496124,1.008327319852352,1.0083272511378878
1.0852713178294573,0.007751937984496124,1.0084485152414961,1.0084484443169652
1.1007751937984496,0.007751937984496124,1.0085697252410597,1.0085696520625305
1.1162790697674418,0.007751937984496124,1.0086909498515864,1.0086908743763343
1.1317829457364341,0.007751937984496124,1.0088121890734205,1.0088121112601278
1.1472868217054264,0.007751937984496124,1.0089334429066905,1.0089333627156623
